;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 12/6/2010 11:21:07 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0BEC	0x0E00      	MOVLW       higher_addr(_letter_PILCROW)
0x0BEE	0x6EF8      	MOVWF       TBLPTRU 
0x0BF0	0x0E00      	MOVLW       0
0x0BF2	0xBE02      	BTFSC       R2, 7 
0x0BF4	0x0EFF      	MOVLW       255
0x0BF6	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0BF8	0x0009      	TBLRD*+
0x0BFA	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0BFE	0xD022      	BRA         L_printChar229
L_printChar228:
;pov++.c,546 :: 		else if(letter == 149) PORTA = letter_BULLET[n]; //bullet character
0x0C00	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0C02	0x0A95      	XORLW       149
0x0C04	0xE110      	BNZ         L_printChar230
0x0C06	0x0E33      	MOVLW       _letter_BULLET
0x0C08	0x2401      	ADDWF       R1, 0 
0x0C0A	0x6EF6      	MOVWF       4086 
0x0C0C	0x0E16      	MOVLW       hi_addr(_letter_BULLET)
0x0C0E	0x2002      	ADDWFC      R2, 0 
0x0C10	0x6EF7      	MOVWF       TBLPTRH 
0x0C12	0x0E00      	MOVLW       higher_addr(_letter_BULLET)
0x0C14	0x6EF8      	MOVWF       TBLPTRU 
0x0C16	0x0E00      	MOVLW       0
0x0C18	0xBE02      	BTFSC       R2, 7 
0x0C1A	0x0EFF      	MOVLW       255
0x0C1C	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0C1E	0x0009      	TBLRD*+
0x0C20	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0C24	0xD00F      	BRA         L_printChar231
L_printChar230:
;pov++.c,547 :: 		else PORTA = letter_newline[n];  //If an invalid ascii character is selected put an empty box.
0x0C26	0x0E0B      	MOVLW       _letter_newline
0x0C28	0x2401      	ADDWF       R1, 0 
0x0C2A	0x6EF6      	MOVWF       4086 
0x0C2C	0x0E16      	MOVLW       hi_addr(_letter_newline)
0x0C2E	0x2002      	ADDWFC      R2, 0 
0x0C30	0x6EF7      	MOVWF       TBLPTRH 
0x0C32	0x0E00      	MOVLW       higher_addr(_letter_newline)
0x0C34	0x6EF8      	MOVWF       TBLPTRU 
0x0C36	0x0E00      	MOVLW       0
0x0C38	0xBE02      	BTFSC       R2, 7 
0x0C3A	0x0EFF      	MOVLW       255
0x0C3C	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0C3E	0x0009      	TBLRD*+
0x0C40	0xFF80CFF5  	MOVFF       TABLAT, PORTA
L_printChar231:
L_printChar229:
L_printChar227:
L_printChar225:
L_printChar223:
L_printChar221:
L_printChar219:
L_printChar217:
L_printChar215:
L_printChar213:
L_printChar211:
L_printChar209:
L_printChar207:
L_printChar205:
L_printChar203:
L_printChar201:
L_printChar199:
L_printChar197:
L_printChar195:
L_printChar193:
L_printChar191:
L_printChar189:
L_printChar187:
L_printChar185:
L_printChar183:
L_printChar181:
L_printChar179:
L_printChar177:
L_printChar175:
L_printChar173:
L_printChar171:
L_printChar169:
L_printChar167:
L_printChar165:
L_printChar163:
L_printChar161:
L_printChar159:
L_printChar157:
L_printChar155:
L_printChar153:
L_printChar151:
L_printChar149:
L_printChar147:
L_printChar145:
L_printChar143:
L_printChar141:
L_printChar139:
L_printChar137:
L_printChar135:
L_printChar133:
L_printChar131:
L_printChar129:
L_printChar127:
L_printChar125:
L_printChar123:
L_printChar121:
L_printChar119:
L_printChar117:
L_printChar115:
L_printChar113:
L_printChar111:
L_printChar109:
L_printChar107:
L_printChar105:
L_printChar103:
L_printChar101:
L_printChar99:
L_printChar97:
L_printChar95:
L_printChar93:
L_printChar91:
L_printChar89:
L_printChar87:
L_printChar85:
L_printChar83:
L_printChar81:
L_printChar79:
L_printChar77:
L_printChar75:
;pov++.c,550 :: 		if (letter == 169) Delay_ms(2);        //letter_SMILIE is printed double wide
0x0C44	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0C46	0x0AA9      	XORLW       169
0x0C48	0xE10A      	BNZ         L_printChar232
0x0C4A	0x0E15      	MOVLW       21
0x0C4C	0x6E0C      	MOVWF       R12, 0
0x0C4E	0x0EC6      	MOVLW       198
0x0C50	0x6E0D      	MOVWF       R13, 0
L_printChar233:
0x0C52	0x2E0D      	DECFSZ      R13, 1, 0
0x0C54	0xD7FE      	BRA         L_printChar233
0x0C56	0x2E0C      	DECFSZ      R12, 1, 0
0x0C58	0xD7FC      	BRA         L_printChar233
0x0C5A	0x0000      	NOP
0x0C5C	0xD016      	BRA         L_printChar234
L_printChar232:
;pov++.c,551 :: 		else if(letter == 174) Delay_ms(2);    // letter_HEART is printed double wide
0x0C5E	0x501D      	MOVF        FARG_printChar_letter, 0 
0x0C60	0x0AAE      	XORLW       174
0x0C62	0xE10A      	BNZ         L_printChar235
0x0C64	0x0E15      	MOVLW       21
0x0C66	0x6E0C      	MOVWF       R12, 0
0x0C68	0x0EC6      	MOVLW       198
0x0C6A	0x6E0D      	MOVWF       R13, 0
L_printChar236:
0x0C6C	0x2E0D      	DECFSZ      R13, 1, 0
0x0C6E	0xD7FE      	BRA         L_printChar236
0x0C70	0x2E0C      	DECFSZ      R12, 1, 0
0x0C72	0xD7FC      	BRA         L_printChar236
0x0C74	0x0000      	NOP
0x0C76	0xD009      	BRA         L_printChar237
L_printChar235:
;pov++.c,552 :: 		else Delay_ms(1); // 600 positions per rev @ 1 ms per pixel column - adjust this to compensate for rpm differences
0x0C78	0x0E0B      	MOVLW       11
0x0C7A	0x6E0C      	MOVWF       R12, 0
0x0C7C	0x0E62      	MOVLW       98
0x0C7E	0x6E0D      	MOVWF       R13, 0
L_printChar238:
0x0C80	0x2E0D      	DECFSZ      R13, 1, 0
0x0C82	0xD7FE      	BRA         L_printChar238
0x0C84	0x2E0C      	DECFSZ      R12, 1, 0
0x0C86	0xD7FC      	BRA         L_printChar238
0x0C88	0x0000      	NOP
L_printChar237:
L_printChar234:
;pov++.c,466 :: 		for(n=0;n<8;n++){
0x0C8A	0x4A01      	INFSNZ      R1, 1 
0x0C8C	0x2A02      	INCF        R2, 1 
;pov++.c,554 :: 		}
0x0C8E	0xF000EF12  	GOTO        L_printChar71
L_printChar72:
;pov++.c,556 :: 		PORTA = 0;
0x0C92	0x6A80      	CLRF        PORTA 
;pov++.c,557 :: 		Delay_ms(2);  // adjust this to compensate for rpm differences
0x0C94	0x0E15      	MOVLW       21
0x0C96	0x6E0C      	MOVWF       R12, 0
0x0C98	0x0EC6      	MOVLW       198
0x0C9A	0x6E0D      	MOVWF       R13, 0
L_printChar239:
0x0C9C	0x2E0D      	DECFSZ      R13, 1, 0
0x0C9E	0xD7FE      	BRA         L_printChar239
0x0CA0	0x2E0C      	DECFSZ      R12, 1, 0
0x0CA2	0xD7FC      	BRA         L_printChar239
0x0CA4	0x0000      	NOP
;pov++.c,559 :: 		} //end printChar function
0x0CA6	0x0012      	RETURN      0
; end of _printChar
_printIcon:
;pov++.c,573 :: 		void printIcon(char icon, int wide){
;pov++.c,577 :: 		for(n=0;n<18;n++){
0x0CA8	0x6A01      	CLRF        R1 
0x0CAA	0x6A02      	CLRF        R2 
L_printIcon240:
0x0CAC	0x0E80      	MOVLW       128
0x0CAE	0x1802      	XORWF       R2, 0 
0x0CB0	0x6E00      	MOVWF       R0 
0x0CB2	0x0E80      	MOVLW       128
0x0CB4	0x5C00      	SUBWF       R0, 0 
0x0CB6	0xE102      	BNZ         L__printIcon291
0x0CB8	0x0E12      	MOVLW       18
0x0CBA	0x5C01      	SUBWF       R1, 0 
L__printIcon291:
0x0CBC	0xB0D8      	BTFSC       STATUS, 0 
0x0CBE	0xD0D3      	BRA         L_printIcon241
;pov++.c,579 :: 		if(icon == space) PORTA = icon_SPC[n];
0x0CC0	0x501D      	MOVF        FARG_printIcon_icon, 0 
0x0CC2	0x0A00      	XORLW       0
0x0CC4	0xE110      	BNZ         L_printIcon243
0x0CC6	0x0EFE      	MOVLW       _icon_SPC
0x0CC8	0x2401      	ADDWF       R1, 0 
0x0CCA	0x6EF6      	MOVWF       4086 
0x0CCC	0x0E14      	MOVLW       hi_addr(_icon_SPC)
0x0CCE	0x2002      	ADDWFC      R2, 0 
0x0CD0	0x6EF7      	MOVWF       TBLPTRH 
0x0CD2	0x0E00      	MOVLW       higher_addr(_icon_SPC)
0x0CD4	0x6EF8      	MOVWF       TBLPTRU 
0x0CD6	0x0E00      	MOVLW       0
0x0CD8	0xBE02      	BTFSC       R2, 7 
0x0CDA	0x0EFF      	MOVLW       255
0x0CDC	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0CDE	0x0009      	TBLRD*+
0x0CE0	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0CE4	0xD0A7      	BRA         L_printIcon244
L_printIcon243:
;pov++.c,580 :: 		else if(icon == mountain) PORTA = icon_MOUNTAINS[n];
0x0CE6	0x501D      	MOVF        FARG_printIcon_icon, 0 
0x0CE8	0x0A01      	XORLW       1
0x0CEA	0xE110      	BNZ         L_printIcon245
0x0CEC	0x0E11      	MOVLW       _icon_MOUNTAINS
0x0CEE	0x2401      	ADDWF       R1, 0 
0x0CF0	0x6EF6      	MOVWF       4086 
0x0CF2	0x0E15      	MOVLW       hi_addr(_icon_MOUNTAINS)
0x0CF4	0x2002      	ADDWFC      R2, 0 
0x0CF6	0x6EF7      	MOVWF       TBLPTRH 
0x0CF8	0x0E00      	MOVLW       higher_addr(_icon_MOUNTAINS)
0x0CFA	0x6EF8      	MOVWF       TBLPTRU 
0x0CFC	0x0E00      	MOVLW       0
0x0CFE	0xBE02      	BTFSC       R2, 7 
0x0D00	0x0EFF      	MOVLW       255
0x0D02	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0D04	0x0009      	TBLRD*+
0x0D06	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0D0A	0xD094      	BRA         L_printIcon246
L_printIcon245:
;pov++.c,581 :: 		else if(icon == inverted_mountain) PORTA = icon_INVERTED_MOUNTAINS[n];
0x0D0C	0x501D      	MOVF        FARG_printIcon_icon, 0 
0x0D0E	0x0A02      	XORLW       2
0x0D10	0xE110      	BNZ         L_printIcon247
0x0D12	0x0ED8      	MOVLW       _icon_INVERTED_MOUNTAINS
0x0D14	0x2401      	ADDWF       R1, 0 
0x0D16	0x6EF6      	MOVWF       4086 
0x0D18	0x0E14      	MOVLW       hi_addr(_icon_INVERTED_MOUNTAINS)
0x0D1A	0x2002      	ADDWFC      R2, 0 
0x0D1C	0x6EF7      	MOVWF       TBLPTRH 
0x0D1E	0x0E00      	MOVLW       higher_addr(_icon_INVERTED_MOUNTAINS)
0x0D20	0x6EF8      	MOVWF       TBLPTRU 
0x0D22	0x0E00      	MOVLW       0
0x0D24	0xBE02      	BTFSC       R2, 7 
0x0D26	0x0EFF      	MOVLW       255
0x0D28	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0D2A	0x0009      	TBLRD*+
0x0D2C	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0D30	0xD081      	BRA         L_printIcon248
L_printIcon247:
;pov++.c,582 :: 		else if(icon == checker) PORTA = icon_CHECKER[n];
0x0D32	0x501D      	MOVF        FARG_printIcon_icon, 0 
0x0D34	0x0A03      	XORLW       3
0x0D36	0xE110      	BNZ         L_printIcon249
0x0D38	0x0EEB      	MOVLW       _icon_CHECKER
0x0D3A	0x2401      	ADDWF       R1, 0 
0x0D3C	0x6EF6      	MOVWF       4086 
0x0D3E	0x0E14      	MOVLW       hi_addr(_icon_CHECKER)
0x0D40	0x2002      	ADDWFC      R2, 0 
0x0D42	0x6EF7      	MOVWF       TBLPTRH 
0x0D44	0x0E00      	MOVLW       higher_addr(_icon_CHECKER)
0x0D46	0x6EF8      	MOVWF       TBLPTRU 
0x0D48	0x0E00      	MOVLW       0
0x0D4A	0xBE02      	BTFSC       R2, 7 
0x0D4C	0x0EFF      	MOVLW       255
0x0D4E	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0D50	0x0009      	TBLRD*+
0x0D52	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0D56	0xD06E      	BRA         L_printIcon250
L_printIcon249:
;pov++.c,583 :: 		else if(icon == block) PORTA = icon_BLOCK[n];
0x0D58	0x501D      	MOVF        FARG_printIcon_icon, 0 
0x0D5A	0x0A04      	XORLW       4
0x0D5C	0xE110      	BNZ         L_printIcon251
0x0D5E	0x0E24      	MOVLW       _icon_BLOCK
0x0D60	0x2401      	ADDWF       R1, 0 
0x0D62	0x6EF6      	MOVWF       4086 
0x0D64	0x0E15      	MOVLW       hi_addr(_icon_BLOCK)
0x0D66	0x2002      	ADDWFC      R2, 0 
0x0D68	0x6EF7      	MOVWF       TBLPTRH 
0x0D6A	0x0E00      	MOVLW       higher_addr(_icon_BLOCK)
0x0D6C	0x6EF8      	MOVWF       TBLPTRU 
0x0D6E	0x0E00      	MOVLW       0
0x0D70	0xBE02      	BTFSC       R2, 7 
0x0D72	0x0EFF      	MOVLW       255
0x0D74	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0D76	0x0009      	TBLRD*+
0x0D78	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0D7C	0xD05B      	BRA         L_printIcon252
L_printIcon251:
;pov++.c,584 :: 		else if(icon == smiley) PORTA = icon_SMILEY[n];
0x0D7E	0x501D      	MOVF        FARG_printIcon_icon, 0 
0x0D80	0x0A05      	XORLW       5
0x0D82	0xE110      	BNZ         L_printIcon253
0x0D84	0x0E5D      	MOVLW       _icon_SMILEY
0x0D86	0x2401      	ADDWF       R1, 0 
0x0D88	0x6EF6      	MOVWF       4086 
0x0D8A	0x0E15      	MOVLW       hi_addr(_icon_SMILEY)
0x0D8C	0x2002      	ADDWFC      R2, 0 
0x0D8E	0x6EF7      	MOVWF       TBLPTRH 
0x0D90	0x0E00      	MOVLW       higher_addr(_icon_SMILEY)
0x0D92	0x6EF8      	MOVWF       TBLPTRU 
0x0D94	0x0E00      	MOVLW       0
0x0D96	0xBE02      	BTFSC       R2, 7 
0x0D98	0x0EFF      	MOVLW       255
0x0D9A	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0D9C	0x0009      	TBLRD*+
0x0D9E	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0DA2	0xD048      	BRA         L_printIcon254
L_printIcon253:
;pov++.c,585 :: 		else if(icon == greek) PORTA = icon_GREEK[n];
0x0DA4	0x501D      	MOVF        FARG_printIcon_icon, 0 
0x0DA6	0x0A06      	XORLW       6
0x0DA8	0xE110      	BNZ         L_printIcon255
0x0DAA	0x0E70      	MOVLW       _icon_GREEK
0x0DAC	0x2401      	ADDWF       R1, 0 
0x0DAE	0x6EF6      	MOVWF       4086 
0x0DB0	0x0E15      	MOVLW       hi_addr(_icon_GREEK)
0x0DB2	0x2002      	ADDWFC      R2, 0 
0x0DB4	0x6EF7      	MOVWF       TBLPTRH 
0x0DB6	0x0E00      	MOVLW       higher_addr(_icon_GREEK)
0x0DB8	0x6EF8      	MOVWF       TBLPTRU 
0x0DBA	0x0E00      	MOVLW       0
0x0DBC	0xBE02      	BTFSC       R2, 7 
0x0DBE	0x0EFF      	MOVLW       255
0x0DC0	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0DC2	0x0009      	TBLRD*+
0x0DC4	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0DC8	0xD035      	BRA         L_printIcon256
L_printIcon255:
;pov++.c,586 :: 		else if(icon == helical) PORTA = icon_HELICAL[n];
0x0DCA	0x501D      	MOVF        FARG_printIcon_icon, 0 
0x0DCC	0x0A07      	XORLW       7
0x0DCE	0xE110      	BNZ         L_printIcon257
0x0DD0	0x0E37      	MOVLW       _icon_HELICAL
0x0DD2	0x2401      	ADDWF       R1, 0 
0x0DD4	0x6EF6      	MOVWF       4086 
0x0DD6	0x0E15      	MOVLW       hi_addr(_icon_HELICAL)
0x0DD8	0x2002      	ADDWFC      R2, 0 
0x0DDA	0x6EF7      	MOVWF       TBLPTRH 
0x0DDC	0x0E00      	MOVLW       higher_addr(_icon_HELICAL)
0x0DDE	0x6EF8      	MOVWF       TBLPTRU 
0x0DE0	0x0E00      	MOVLW       0
0x0DE2	0xBE02      	BTFSC       R2, 7 
0x0DE4	0x0EFF      	MOVLW       255
0x0DE6	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0DE8	0x0009      	TBLRD*+
0x0DEA	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0DEE	0xD022      	BRA         L_printIcon258
L_printIcon257:
;pov++.c,587 :: 		else if(icon == inverted_helical) PORTA = icon_INVERTED_HELICAL[n];
0x0DF0	0x501D      	MOVF        FARG_printIcon_icon, 0 
0x0DF2	0x0A08      	XORLW       8
0x0DF4	0xE110      	BNZ         L_printIcon259
0x0DF6	0x0E4A      	MOVLW       _icon_INVERTED_HELICAL
0x0DF8	0x2401      	ADDWF       R1, 0 
0x0DFA	0x6EF6      	MOVWF       4086 
0x0DFC	0x0E15      	MOVLW       hi_addr(_icon_INVERTED_HELICAL)
0x0DFE	0x2002      	ADDWFC      R2, 0 
0x0E00	0x6EF7      	MOVWF       TBLPTRH 
0x0E02	0x0E00      	MOVLW       higher_addr(_icon_INVERTED_HELICAL)
0x0E04	0x6EF8      	MOVWF       TBLPTRU 
0x0E06	0x0E00      	MOVLW       0
0x0E08	0xBE02      	BTFSC       R2, 7 
0x0E0A	0x0EFF      	MOVLW       255
0x0E0C	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0E0E	0x0009      	TBLRD*+
0x0E10	0xFF80CFF5  	MOVFF       TABLAT, PORTA
0x0E14	0xD00F      	BRA         L_printIcon260
L_printIcon259:
;pov++.c,590 :: 		else PORTA = icon_SPC[n];
0x0E16	0x0EFE      	MOVLW       _icon_SPC
0x0E18	0x2401      	ADDWF       R1, 0 
0x0E1A	0x6EF6      	MOVWF       4086 
0x0E1C	0x0E14      	MOVLW       hi_addr(_icon_SPC)
0x0E1E	0x2002      	ADDWFC      R2, 0 
0x0E20	0x6EF7      	MOVWF       TBLPTRH 
0x0E22	0x0E00      	MOVLW       higher_addr(_icon_SPC)
0x0E24	0x6EF8      	MOVWF       TBLPTRU 
0x0E26	0x0E00      	MOVLW       0
0x0E28	0xBE02      	BTFSC       R2, 7 
0x0E2A	0x0EFF      	MOVLW       255
0x0E2C	0x22F8      	ADDWFC      TBLPTRU, 1 
0x0E2E	0x0009      	TBLRD*+
0x0E30	0xFF80CFF5  	MOVFF       TABLAT, PORTA
L_printIcon260:
L_printIcon258:
L_printIcon256:
L_printIcon254:
L_printIcon252:
L_printIcon250:
L_printIcon248:
L_printIcon246:
L_printIcon244:
;pov++.c,593 :: 		if (wide) Delay_ms(2); // adjust this to compensate for rpm differences
0x0E34	0x501E      	MOVF        FARG_printIcon_wide, 0 
0x0E36	0x101F      	IORWF       FARG_printIcon_wide+1, 0 
0x0E38	0xE00A      	BZ          L_printIcon261
0x0E3A	0x0E15      	MOVLW       21
0x0E3C	0x6E0C      	MOVWF       R12, 0
0x0E3E	0x0EC6      	MOVLW       198
0x0E40	0x6E0D      	MOVWF       R13, 0
L_printIcon262:
0x0E42	0x2E0D      	DECFSZ      R13, 1, 0
0x0E44	0xD7FE      	BRA         L_printIcon262
0x0E46	0x2E0C      	DECFSZ      R12, 1, 0
0x0E48	0xD7FC      	BRA         L_printIcon262
0x0E4A	0x0000      	NOP
0x0E4C	0xD009      	BRA         L_printIcon263
L_printIcon261:
;pov++.c,594 :: 		else Delay_ms(1); // 600 positions per rev @ 1 ms per pixel column - adjust this to compensate for rpm differences
0x0E4E	0x0E0B      	MOVLW       11
0x0E50	0x6E0C      	MOVWF       R12, 0
0x0E52	0x0E62      	MOVLW       98
0x0E54	0x6E0D      	MOVWF       R13, 0
L_printIcon264:
0x0E56	0x2E0D      	DECFSZ      R13, 1, 0
0x0E58	0xD7FE      	BRA         L_printIcon264
0x0E5A	0x2E0C      	DECFSZ      R12, 1, 0
0x0E5C	0xD7FC      	BRA         L_printIcon264
0x0E5E	0x0000      	NOP
L_printIcon263:
;pov++.c,577 :: 		for(n=0;n<18;n++){
0x0E60	0x4A01      	INFSNZ      R1, 1 
0x0E62	0x2A02      	INCF        R2, 1 
;pov++.c,596 :: 		}
0x0E64	0xD723      	BRA         L_printIcon240
L_printIcon241:
;pov++.c,599 :: 		if (wide) digit_counter += 4;
0x0E66	0x501E      	MOVF        FARG_printIcon_wide, 0 
0x0E68	0x101F      	IORWF       FARG_printIcon_wide+1, 0 
0x0E6A	0xE005      	BZ          L_printIcon265
0x0E6C	0x0E04      	MOVLW       4
0x0E6E	0x2615      	ADDWF       _digit_counter, 1 
0x0E70	0x0E00      	MOVLW       0
0x0E72	0x2216      	ADDWFC      _digit_counter+1, 1 
0x0E74	0xD004      	BRA         L_printIcon266
L_printIcon265:
;pov++.c,600 :: 		else digit_counter += 2;
0x0E76	0x0E02      	MOVLW       2
0x0E78	0x2615      	ADDWF       _digit_counter, 1 
0x0E7A	0x0E00      	MOVLW       0
0x0E7C	0x2216      	ADDWFC      _digit_counter+1, 1 
L_printIcon266:
;pov++.c,602 :: 		} //end printIcon function
0x0E7E	0x0012      	RETURN      0
; end of _printIcon
___CC2DW:
;__Lib_System.c,21 :: 		
;__Lib_System.c,23 :: 		
_CC2DL_Loop1:
;__Lib_System.c,24 :: 		
0x0E80	0x0009      	TBLRD*+
;__Lib_System.c,25 :: 		
0x0E82	0xFFE6CFF5  	MOVFF       TABLAT, POSTINC1
;__Lib_System.c,26 :: 		
0x0E86	0x0600      	DECF        R0, 1, 0
;__Lib_System.c,27 :: 		
0x0E88	0xE1FB      	BNZ         _CC2DL_Loop1
;__Lib_System.c,28 :: 		
0x0E8A	0x0601      	DECF        R1, 1, 0
;__Lib_System.c,29 :: 		
0x0E8C	0xE1F9      	BNZ         _CC2DL_Loop1
;__Lib_System.c,31 :: 		
0x0E8E	0x0012      	RETURN      0
; end of ___CC2DW
_main:
0x0E90	0x6A15      	CLRF        _digit_counter 
0x0E92	0x6A16      	CLRF        22 
;pov++.c,158 :: 		void main() {
;pov++.c,167 :: 		OSCCON.IDLEN = 0 ;
0x0E94	0x9ED3      	BCF         OSCCON, 7 
;pov++.c,174 :: 		OSCCON.IRCF2 = 1 ;
0x0E96	0x8CD3      	BSF         OSCCON, 6 
;pov++.c,175 :: 		OSCCON.IRCF1 = 1 ;
0x0E98	0x8AD3      	BSF         OSCCON, 5 
;pov++.c,176 :: 		OSCCON.IRCF0 = 1 ;
0x0E9A	0x88D3      	BSF         OSCCON, 4 
;pov++.c,187 :: 		OSCTUNE.PLLEN = 1 ;
0x0E9C	0x8C9B      	BSF         OSCTUNE, 6 
;pov++.c,193 :: 		TRISA = 0x00;                                  // set direction to be output
0x0E9E	0x6A92      	CLRF        TRISA 
;pov++.c,194 :: 		PORTA = 0x00;                                  // turn OFF the PORTD leds
0x0EA0	0x6A80      	CLRF        PORTA 
;pov++.c,196 :: 		while (1) {
L_main0:
;pov++.c,202 :: 		for (repeat=0;repeat<24;repeat++){
0x0EA2	0x6A1B      	CLRF        main_repeat_L0 
0x0EA4	0x6A1C      	CLRF        main_repeat_L0+1 
L_main2:
0x0EA6	0x0E80      	MOVLW       128
0x0EA8	0x181C      	XORWF       main_repeat_L0+1, 0 
0x0EAA	0x6E00      	MOVWF       R0 
0x0EAC	0x0E80      	MOVLW       128
0x0EAE	0x5C00      	SUBWF       R0, 0 
0x0EB0	0xE102      	BNZ         L__main267
0x0EB2	0x0E18      	MOVLW       24
0x0EB4	0x5C1B      	SUBWF       main_repeat_L0, 0 
L__main267:
0x0EB6	0xE250      	BC          L_main3
;pov++.c,205 :: 		for(n=0;n<6;n++){
0x0EB8	0x6A17      	CLRF        main_n_L0 
0x0EBA	0x6A18      	CLRF        main_n_L0+1 
L_main5:
0x0EBC	0x0E80      	MOVLW       128
0x0EBE	0x1818      	XORWF       main_n_L0+1, 0 
0x0EC0	0x6E00      	MOVWF       R0 
0x0EC2	0x0E80      	MOVLW       128
0x0EC4	0x5C00      	SUBWF       R0, 0 
0x0EC6	0xE102      	BNZ         L__main268
0x0EC8	0x0E06      	MOVLW       6
0x0ECA	0x5C17      	SUBWF       main_n_L0, 0 
L__main268:
0x0ECC	0xE242      	BC          L_main6
;pov++.c,207 :: 		digit_counter = 0;
0x0ECE	0x6A15      	CLRF        _digit_counter 
0x0ED0	0x6A16      	CLRF        _digit_counter+1 
;pov++.c,208 :: 		printChar('A');
0x0ED2	0x0E41      	MOVLW       65
0x0ED4	0x6E1D      	MOVWF       FARG_printChar_letter 
0x0ED6	0xF000EC0E  	CALL        _printChar, 0
;pov++.c,209 :: 		printChar('N');
0x0EDA	0x0E4E      	MOVLW       78
0x0EDC	0x6E1D      	MOVWF       FARG_printChar_letter 
0x0EDE	0xF000EC0E  	CALL        _printChar, 0
;pov++.c,210 :: 		printChar('D');
0x0EE2	0x0E44      	MOVLW       68
0x0EE4	0x6E1D      	MOVWF       FARG_printChar_letter 
0x0EE6	0xF000EC0E  	CALL        _printChar, 0
;pov++.c,211 :: 		printChar('R');
0x0EEA	0x0E52      	MOVLW       82
0x0EEC	0x6E1D      	MOVWF       FARG_printChar_letter 
0x0EEE	0xF000EC0E  	CALL        _printChar, 0
;pov++.c,212 :: 		printChar('E');
0x0EF2	0x0E45      	MOVLW       69
0x0EF4	0x6E1D      	MOVWF       FARG_printChar_letter 
0x0EF6	0xF000EC0E  	CALL        _printChar, 0
;pov++.c,213 :: 		printChar('W');
0x0EFA	0x0E57      	MOVLW       87
0x0EFC	0x6E1D      	MOVWF       FARG_printChar_letter 
0x0EFE	0xF000EC0E  	CALL        _printChar, 0
;pov++.c,214 :: 		printChar(' ');
0x0F02	0x0E20      	MOVLW       32
0x0F04	0x6E1D      	MOVWF       FARG_printChar_letter 
0x0F06	0xF000EC0E  	CALL        _printChar, 0
;pov++.c,215 :: 		printChar('\t');
0x0F0A	0x0E09      	MOVLW       9
0x0F0C	0x6E1D      	MOVWF       FARG_printChar_letter 
0x0F0E	0xF000EC0E  	CALL        _printChar, 0
;pov++.c,218 :: 		if(digit_counter<10)  {
0x0F12	0x0E80      	MOVLW       128
0x0F14	0x1816      	XORWF       _digit_counter+1, 0 
0x0F16	0x6E00      	MOVWF       R0 
0x0F18	0x0E80      	MOVLW       128
0x0F1A	0x5C00      	SUBWF       R0, 0 
0x0F1C	0xE102      	BNZ         L__main269
0x0F1E	0x0E0A      	MOVLW       10
0x0F20	0x5C15      	SUBWF       _digit_counter, 0 
L__main269:
0x0F22	0xE214      	BC          L_main8
;pov++.c,219 :: 		for (i=digit_counter;i<10;i++){
0x0F24	0xF019C015  	MOVFF       _digit_counter, main_i_L0
0x0F28	0xF01AC016  	MOVFF       _digit_counter+1, main_i_L0+1
L_main9:
0x0F2C	0x0E80      	MOVLW       128
0x0F2E	0x181A      	XORWF       main_i_L0+1, 0 
0x0F30	0x6E00      	MOVWF       R0 
0x0F32	0x0E80      	MOVLW       128
0x0F34	0x5C00      	SUBWF       R0, 0 
0x0F36	0xE102      	BNZ         L__main270
0x0F38	0x0E0A      	MOVLW       10
0x0F3A	0x5C19      	SUBWF       main_i_L0, 0 
L__main270:
0x0F3C	0xE207      	BC          L_main10
;pov++.c,220 :: 		printChar(' ');
0x0F3E	0x0E20      	MOVLW       32
0x0F40	0x6E1D      	MOVWF       FARG_printChar_letter 
0x0F42	0xF000EC0E  	CALL        _printChar, 0
;pov++.c,219 :: 		for (i=digit_counter;i<10;i++){
0x0F46	0x4A19      	INFSNZ      main_i_L0, 1 
0x0F48	0x2A1A      	INCF        main_i_L0+1, 1 
;pov++.c,221 :: 		}
